code,emis_code,region,zone,woreda,school_name,rural,SubmissionDate,starttime,endtime,surveyday,deviceid,consent,respondent_code,note_no_consent,sex,A2,A2_1,A2_2,A2_3,A2_4,A2_5,A2_6,A2_7,A2_8,A2_9,A3,A3_1,A3_2,A3_3,A3_97,A3_other,A4,A4_other,A5,A5_other,A6,A6_other,A7,A8,A9,A10,A11,A12,B1,B1_1,B1_2,B1_3,B1_4,B1_5,B1_97,B1_98,B1_other,B2,B2_other,B3,B3_1,B3_2,B3_3,B3_4,B3_5,B3_6,B3_97,B3_other,B4,B5,B5_1,B5_2,B5_3,B5_4,B5_5,B5_97,B5_other,B6,B6_1,B6_2,B6_3,B6_4,B6_5,B6_6,B6_7,B6_8,B6_9,B6_97,B6_other,B7,B7_1,B7_2,B7_3,B7_4,B7_5,B7_6,B7_7,B7_8,B7_97,B7_98,B7_other,B8,B8_1,B8_2,B8_3,B8_4,B8_5,B8_6,B8_7,B8_8,B8_97,B8_98,B8_other,C1_1,C1_2,C1_3,C1_4,C2_1,C2_2,C2_3,C2_4,C3,C3_1,C3_2,C3_3,C3_4,C3_5,C3_6,C3_7,C3_8,C3_9,C3_10,C3_11,C3_12,C3_0,C3_other,C4,C5,C5_other,C6,C6_1,C6_2,C6_3,C6_4,C6_5,C6_6,C6_7,C6_8,C6_9,C6_10,C6_11,C6_97,C6_98,C6_other,C7_1,C7_2,C7_3,C7_4,C7_5,C7_6,C8_1,C8_2,C8_3,C8_4,C9_1,C9_2,C9_3,C9_4,C9_5,C9_6,C10_1,C10_2,C10_3,C11,C11_1,C11_2,C11_3,C11_4,C11_5,C11_6,C11_97,C11_98,C11_other,D1_1,D1_2,D1_3,D1_4,D1_5,D1_6,D2_1,D2_2,D2_3,D2_4,D2_5,D3,D3_other,D5_1,D5_2,D5_3,D5_4,D5_5,D6,D6_1,D6_2,D6_3,D6_4,D6_97,D6_other,D7,D7_other,E1_1,E1_2,E1_3,E1_4,E1_5,E1_6,E1_7,E1_8,E1_9,E1_10,E1_97,E1_other,E2_1,E2_2,E2_3,E2_4,E2_5,E2_6,E2_7,E3_1,E3_2,E3_3,E3_4,E3_5,E3_6,E3_7,E3_8,E3_9,E3_10,E3_11,E4,E4_1,E4_2,E4_3,E4_4,E4_5,E4_6,E4_7,E4_8,E4_9,E4_10,E4_11,E5_1,E5_2,E5_3,E5_4,E5_5,E5_6,E5_7,E6,E7,E8,F1,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F3_1,F3_2,F3_3,F3_4,F3_5,F4,F4_1,F4_2,F4_3,F4_4,F4_5,F4_6,F4_97,F4_other,F5,F6_1,F6_2,F6_3,F6_4,F6_5,F6_6,F6_7,F6_8,F7,G1,G1_1,G1_2,G1_3,G1_4,G1_5,G1_6,G1_7,G1_8,G1_97,G1_other,G2a,G2b,G3,G4,instanceID,formdef_version,KEY,consentgroup[1]/SectionC[1]/C6[1]/C6_1,consentgroup[1]/SectionC[1]/C6[1]/C6_2,consentgroup[1]/SectionC[1]/C6[1]/C6_3,consentgroup[1]/SectionC[1]/C6[1]/C6_4,consentgroup[1]/SectionC[1]/C6[1]/C6_5,consentgroup[1]/SectionC[1]/C6[1]/C6_6,consentgroup[1]/SectionC[1]/C8[1]/C8_5,consentgroup[1]/SectionC[1]/C8[1]/C8_6,consentgroup[1]/SectionC[1]/C10,consentgroup[1]/SectionD[1]/D4
703407,S0705030282,SOUTH ETHIOPIA,Gedeo,kochere,derartu,Rural,"12/13/2025, 7:36:31 PM","12/12/2025, 11:52:48 AM","12/13/2025, 7:24:45 PM",12/12/2025,70e4adbae02adb29,1,T27402,NA,male,6,0,0,0,0,0,1,0,0,0,1,1,0,0,0,NA,5,NA,1,NA,0,NA,2010,2010,1,1,1,2,5,0,0,0,0,1,0,0,NA,1,NA,3,0,0,1,0,0,0,0,NA,1,3,0,0,1,0,0,0,NA,3 4,0,0,1,1,0,0,0,0,0,0,NA,3 5,0,0,1,0,1,0,0,0,0,0,NA,1 5,1,0,0,0,1,0,0,0,0,0,NA,4,4,4,1,3,3,3,3,3 5 6,0,0,1,0,1,1,0,0,0,0,0,0,0,NA,1,4,NA,2 5 9,0,1,0,0,1,0,0,0,1,0,0,0,0,NA,4,4,4,3,4,4,3,3,3,3,5,5,5,5,5,5,1,1,1,5,0,0,0,0,1,0,0,0,NA,2,2,3,3,2,3,2,2,3,2,3,3,NA,4,4,3,4,3,2,0,1,0,0,0,NA,1,NA,1,0,0,1,0,1,1,1,0,0,0,NA,4,4,1,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4 9,0,0,0,1,0,0,0,0,1,0,0,4,3,4,3,4,3,4,3,3,1,8,4,4,1,4,4,4,4,4,3,4,4,1 2 3 4 5,1,1,1,1,1,0,0,NA,1,2,2,3,1,1,2,1,3,No,2 4,0,1,0,1,0,0,0,0,0,NA,39,NA,11400,No,uuid:0e52756b-d9cc-4d34-a2ba-ccca6b490f45,2512111014,uuid:0e52756b-d9cc-4d34-a2ba-ccca6b490f45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703407,S0705030282,SOUTH ETHIOPIA,Gedeo,kochere,derartu,Rural,"12/13/2025, 7:36:32 PM","12/12/2025, 12:18:43 PM","12/13/2025, 7:14:42 PM",12/12/2025,70e4adbae02adb29,1,T27401,NA,male,6,0,0,0,0,0,1,0,0,0,97,0,0,0,1,Social Science,2,NA,5,NA,1,NA,2013,2013,1,0,NA,NA,5,0,0,0,0,1,0,0,NA,1,NA,3,0,0,1,0,0,0,0,NA,1,1 3,1,0,1,0,0,0,NA,1 4,1,0,0,1,0,0,0,0,0,0,NA,1 5,1,0,0,0,1,0,0,0,0,0,NA,1 7,1,0,0,0,0,0,1,0,0,0,NA,4,4,3,2,3,2,2,2,3 5 6,0,0,1,0,1,1,0,0,0,0,0,0,0,NA,1,2,NA,2 8,0,1,0,0,0,0,0,1,0,0,0,0,0,NA,3,3,4,3,4,4,4,3,3,4,5,5,5,5,5,5,1,1,1,2 5,0,1,0,0,1,0,0,0,NA,2,3,2,2,2,2,4,4,2,4,4,NA,NA,3,3,4,2,3,2,0,1,0,0,0,NA,4,NA,0,0,0,1,1,1,1,1,1,0,0,NA,4,3,3,1,3,4,3,3,3,3,3,3,3,3,1,3,3,1,1 9,1,0,0,0,0,0,0,0,1,0,0,3,4,4,3,3,4,4,3,3,1,10,3,4,3,3,4,4,4,4,4,4,4,1 4,1,0,0,1,0,0,0,NA,1,3,3,3,1,1,3,1,3,No,1 4,1,0,0,1,0,0,0,0,0,NA,26,NA,9928,No,uuid:456d67d1-8731-4722-aec8-376abb926256,2512111014,uuid:456d67d1-8731-4722-aec8-376abb926256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703076,S0705040342,SOUTH ETHIOPIA,Gedeo,bule,sefere selame primariy,Urban,"12/19/2025, 6:04:16 AM","12/18/2025, 12:01:55 PM","12/18/2025, 11:33:30 PM",12/18/2025,70e4adbae02adb29,1,T26102,NA,male,6,0,0,0,0,0,1,0,0,0,3,0,0,1,0,NA,7,NA,5,NA,1,NA,2002,2011,2,1,2017,3,5,0,0,0,0,1,0,0,NA,1,NA,3,0,0,1,0,0,0,0,NA,1,3,0,0,1,0,0,0,NA,1 3 4,1,0,1,1,0,0,0,0,0,0,NA,4 5,0,0,0,1,1,0,0,0,0,0,NA,5 7,0,0,0,0,1,0,1,0,0,0,NA,4,3,3,1,3,1,1,2,2 4 5,0,1,0,1,1,0,0,0,0,0,0,0,0,NA,3,2,NA,6,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,3,4,4,4,3,3,3,3,3,3,5,5,4,5,5,4,1,1,1,2 5,0,1,0,0,1,0,0,0,NA,2,3,3,2,3,3,2,2,2,3,3,3,NA,3,3,3,3,3,2,0,1,0,0,0,NA,3,NA,0,0,0,1,1,1,1,1,0,0,0,NA,3,3,1,1,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3 9,0,0,1,0,0,0,0,0,1,0,0,4,3,3,3,2,3,3,3,3,1,5,4,4,3,3,4,3,4,4,4,4,4,4,0,0,0,1,0,0,0,NA,1,3,3,3,1,1,3,1,3,No,4 7,0,0,0,1,0,0,1,0,0,NA,32,NA,12928,No,uuid:eb9d5028-d5d6-4d7e-ad63-7517c8c08758,2512142209,uuid:eb9d5028-d5d6-4d7e-ad63-7517c8c08758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703076,S0705040342,SOUTH ETHIOPIA,Gedeo,bule,sefere selame primariy,Urban,"12/19/2025, 6:04:17 AM","12/18/2025, 12:33:16 PM","12/18/2025, 11:29:44 PM",12/18/2025,70e4adbae02adb29,1,T26101,NA,female,5,0,0,0,0,1,0,0,0,0,97,0,0,0,1,Gebregeb,3,NA,5,NA,1,NA,2008,2010,3,0,NA,NA,5,0,0,0,0,1,0,0,NA,1,NA,2 3,0,1,1,0,0,0,0,NA,1,1 3,1,0,1,0,0,0,NA,2 3 4 7,0,1,1,1,0,0,1,0,0,0,NA,4 5,0,0,0,1,1,0,0,0,0,0,NA,5 8,0,0,0,0,1,0,0,1,0,0,NA,3,4,1,1,2,1,1,1,2 6 7,0,1,0,0,0,1,1,0,0,0,0,0,0,NA,1,4,NA,9 11,0,0,0,0,0,0,0,0,1,0,1,0,0,NA,4,4,4,4,4,4,3,3,3,4,3,4,3,5,3,5,2,2,1,5,0,0,0,0,1,0,0,0,NA,3,3,2,3,2,3,2,3,2,3,2,3,NA,2,1,1,1,1,1 2,1,1,0,0,0,NA,2,NA,1,0,0,1,1,1,1,1,1,0,0,NA,4,3,1,1,3,4,3,1,3,3,1,1,2,1,1,3,1,3,9 11,0,0,0,0,0,0,0,0,1,0,1,3,4,3,4,2,4,4,1,1,1,8,3,3,2,3,4,3,4,4,4,4,4,4,0,0,0,1,0,0,0,NA,1,3,3,3,1,1,1,3,3,No,4 7,0,0,0,1,0,0,1,0,0,NA,28,NA,11000,No,uuid:a1dc6482-9394-4ca8-8bcb-2b0dec12d157,2512142209,uuid:a1dc6482-9394-4ca8-8bcb-2b0dec12d157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703076,S0705040342,SOUTH ETHIOPIA,Gedeo,bule,sefere selame primariy,Urban,"12/21/2025, 12:29:34 PM","12/19/2025, 10:48:13 AM","12/21/2025, 12:16:05 PM",12/19/2025,70e4adbae02adb29,1,T26103,NA,male,4,0,0,0,1,0,0,0,0,0,97,0,0,0,1,Biology,4,NA,5,NA,1,NA,2009,2012,4,1,2017,3,2,0,1,0,0,0,0,0,NA,1,NA,3,0,0,1,0,0,0,0,NA,1,1 3,1,0,1,0,0,0,NA,1 3 4,1,0,1,1,0,0,0,0,0,0,NA,4 5,0,0,0,1,1,0,0,0,0,0,NA,4 8,0,0,0,1,0,0,0,1,0,0,NA,3,3,1,1,2,1,3,1,6 7 8,0,0,0,0,0,1,1,1,0,0,0,0,0,NA,2,4,NA,6 10,0,0,0,0,0,1,0,0,0,1,0,0,0,NA,3,4,3,3,4,3,4,3,3,3,5,5,5,5,5,5,1,1,1,2 5,0,1,0,0,1,0,0,0,NA,2,2,2,2,2,2,2,3,3,2,2,4,NA,4,3,4,3,3,1 2,1,1,0,0,0,NA,3,NA,0,0,0,1,1,1,1,1,1,0,0,NA,3,3,1,1,3,3,2,1,1,3,3,3,3,3,1,3,3,3,1 11,1,0,0,0,0,0,0,0,0,0,1,3,3,4,3,3,3,4,3,3,1,7,3,3,1,3,3,3,4,4,4,4,4,4,0,0,0,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 8,0,0,0,0,0,0,1,1,0,NA,34,NA,12014,No,uuid:421d49a3-c1f9-4266-8f85-d9cebf9ea65a,2512142209,uuid:421d49a3-c1f9-4266-8f85-d9cebf9ea65a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703317,S0705060532,SOUTH ETHIOPIA,Gedeo,gedeb,tebisa,Rural,"12/17/2025, 10:34:05 PM","12/17/2025, 10:23:49 AM","12/17/2025, 8:40:39 PM",12/17/2025,70e4adbae02adb29,1,T26903,NA,male,7,0,0,0,0,0,0,1,0,0,97,0,0,0,1,Ict,3,NA,5,NA,1,NA,2010,2015,4,0,NA,NA,5,0,0,0,0,1,0,0,NA,1,NA,3,0,0,1,0,0,0,0,NA,1,3,0,0,1,0,0,0,NA,3 4,0,0,1,1,0,0,0,0,0,0,NA,4 5,0,0,0,1,1,0,0,0,0,0,NA,6 8,0,0,0,0,0,1,0,1,0,0,NA,4,4,3,2,1,1,1,2,3 5 6,0,0,1,0,1,1,0,0,0,0,0,0,0,NA,1,4,NA,2 8,0,1,0,0,0,0,0,1,0,0,0,0,0,NA,3,3,1,3,2,2,3,3,3,3,5,4,4,5,5,5,1,1,1,2 5,0,1,0,0,1,0,0,0,NA,2,2,2,2,2,2,2,3,2,2,2,2,NA,3,4,3,3,4,2,0,1,0,0,0,NA,4,NA,1,0,0,1,1,1,0,1,1,0,0,NA,3,4,3,1,3,3,3,1,3,2,2,3,2,3,3,1,1,1,3 9,0,0,1,0,0,0,0,0,1,0,0,4,3,4,4,2,3,4,3,1,1,10,4,3,2,4,4,4,4,4,4,4,4,2 4,0,1,0,1,0,0,0,NA,1,3,3,3,3,3,1,1,1,No,4 6,0,0,0,1,0,1,0,0,0,NA,33,NA,13895,No,uuid:9ab98dec-4a76-4cde-a9d7-65e301e4a547,2512142209,uuid:9ab98dec-4a76-4cde-a9d7-65e301e4a547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703317,S0705060532,SOUTH ETHIOPIA,Gedeo,gedeb,tebisa,Rural,"12/17/2025, 10:34:05 PM","12/17/2025, 10:52:22 AM","12/17/2025, 8:32:23 PM",12/17/2025,70e4adbae02adb29,1,T26902,NA,female,9,0,0,0,0,0,0,0,0,1,3,0,0,1,0,NA,1,NA,3,NA,0,NA,2017,2017,1,0,NA,NA,5,0,0,0,0,1,0,0,NA,1,NA,3,0,0,1,0,0,0,0,NA,1,2 3,0,1,1,0,0,0,NA,3 4,0,0,1,1,0,0,0,0,0,0,NA,4 5,0,0,0,1,1,0,0,0,0,0,NA,5 8,0,0,0,0,1,0,0,1,0,0,NA,2,4,2,1,1,1,3,3,2 5,0,1,0,0,1,0,0,0,0,0,0,0,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,3,3,3,2,3,2,3,5,4,1,5,5,4,1,1,1,2 5,0,1,0,0,1,0,0,0,NA,2,2,2,3,2,2,2,4,2,2,3,2,NA,4,4,4,3,3,2,0,1,0,0,0,NA,4,NA,0,0,0,0,0,1,1,1,1,0,0,NA,4,4,2,1,3,3,3,3,1,2,3,3,3,2,2,1,1,1,3 9,0,0,1,0,0,0,0,0,1,0,0,4,2,3,3,2,3,3,1,3,1,5,2,4,2,3,3,3,4,4,2,4,4,1,1,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 5,0,0,0,1,1,0,0,0,0,NA,23,NA,8546,No,uuid:3a242b25-3342-4657-b148-287974a17857,2512142209,uuid:3a242b25-3342-4657-b148-287974a17857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703317,S0705060532,SOUTH ETHIOPIA,Gedeo,gedeb,tebisa,Rural,"12/17/2025, 10:34:06 PM","12/17/2025, 12:18:53 PM","12/17/2025, 8:27:43 PM",12/17/2025,70e4adbae02adb29,1,T26901,NA,male,8,0,0,0,0,0,0,0,1,0,1,1,0,0,0,NA,3,NA,5,NA,1,NA,2012,2012,1,0,NA,NA,5,0,0,0,0,1,0,0,NA,1,NA,3,0,0,1,0,0,0,0,NA,1,3,0,0,1,0,0,0,NA,1 3 4,1,0,1,1,0,0,0,0,0,0,NA,1 5,1,0,0,0,1,0,0,0,0,0,NA,4 5,0,0,0,1,1,0,0,0,0,0,NA,4,4,4,1,2,1,1,2,2 5,0,1,0,0,1,0,0,0,0,0,0,0,0,NA,1,4,NA,3,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,3,3,3,3,2,2,3,1,3,3,5,5,5,5,5,5,1,1,1,2 5,0,1,0,0,1,0,0,0,NA,2,2,3,2,2,2,2,2,2,3,4,2,NA,3,4,4,3,3,2,0,1,0,0,0,NA,3,NA,0,0,0,1,1,1,0,1,0,0,0,NA,4,4,1,1,3,3,3,3,1,2,3,3,2,3,2,3,3,1,9 11,0,0,0,0,0,0,0,0,1,0,1,3,2,4,4,2,3,4,1,1,4,7,2,2,4,4,4,3,4,4,2,4,4,2 4,0,1,0,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 7,0,0,0,1,0,0,1,0,0,NA,31,NA,9752,No,uuid:a9bb2cb0-67a2-4de5-9b3e-bc104361e860,2512142209,uuid:a9bb2cb0-67a2-4de5-9b3e-bc104361e860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703195,S0705070212,SOUTH ETHIOPIA,Gedeo,dilla town ad.,dilla primary scool,Urban,"12/23/2025, 11:17:49 PM","12/23/2025, 10:31:36 AM","12/23/2025, 10:53:59 PM",12/23/2025,70e4adbae02adb29,1,T26701,NA,male,3 6,0,0,1,0,0,1,0,0,0,3,0,0,1,0,NA,4,NA,5,NA,0,NA,1999,2003,4,1,1,3,2,0,1,0,0,0,0,0,NA,1,NA,2 3,0,1,1,0,0,0,0,NA,1,2 3,0,1,1,0,0,0,NA,3 4,0,0,1,1,0,0,0,0,0,0,NA,4 5,0,0,0,1,1,0,0,0,0,0,NA,2 4,0,1,0,1,0,0,0,0,0,0,NA,4,3,3,3,3,2,2,1,2 3 6,0,1,1,0,0,1,0,0,0,0,0,0,0,NA,2,4,NA,9,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,3,3,4,3,3,3,4,3,4,3,4,3,4,4,4,4,1,1,1,5,0,0,0,0,1,0,0,0,NA,2,2,2,2,2,2,3,2,2,2,2,3,NA,3,3,3,3,3,1,1,0,0,0,0,NA,4,NA,1,0,0,1,1,1,1,1,0,0,0,NA,4,4,1,4,4,3,1,1,1,1,3,1,1,2,1,1,1,1,4 9,0,0,0,1,0,0,0,0,1,0,0,3,3,4,3,2,4,4,3,3,1,6,3,3,1,3,3,3,4,4,4,4,4,4,0,0,0,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 7,1,0,0,0,0,0,1,0,0,NA,37,NA,14200,No,uuid:0356fb62-3a77-449b-88e5-10afea6796f7,2512142209,uuid:0356fb62-3a77-449b-88e5-10afea6796f7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703195,S0705070212,SOUTH ETHIOPIA,Gedeo,dilla town ad.,dilla primary scool,Urban,"12/23/2025, 11:17:50 PM","12/23/2025, 11:11:00 AM","12/23/2025, 7:26:31 PM",12/23/2025,70e4adbae02adb29,1,T26702,NA,female,7,0,0,0,0,0,0,1,0,0,97,0,0,0,1,Sport science,5,NA,5,NA,1,NA,1993,2016,6,1,2017,3,5,0,0,0,0,1,0,0,NA,1,NA,2 3,0,1,1,0,0,0,0,NA,1,2 3,0,1,1,0,0,0,NA,3 4,0,0,1,1,0,0,0,0,0,0,NA,5 7,0,0,0,0,1,0,1,0,0,0,NA,2 4,0,1,0,1,0,0,0,0,0,0,NA,4,4,1,1,2,1,2,1,2 3 6 7,0,1,1,0,0,1,1,0,0,0,0,0,0,NA,2,4,NA,4,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,3,3,4,3,3,3,3,3,3,3,4,4,4,4,4,5,1,1,1,2 5,0,1,0,0,1,0,0,0,NA,2,2,2,2,2,2,4,2,2,3,3,3,NA,2,2,3,2,3,1 2,1,1,0,0,0,NA,3,NA,0,0,0,1,0,1,1,1,1,0,0,NA,4,3,3,1,4,3,1,2,2,2,2,3,2,2,1,3,1,2,4 5,0,0,0,1,1,0,0,0,0,0,0,4,4,4,3,3,3,3,3,3,1,5,3,4,2,3,3,4,4,4,4,4,4,3 4,0,0,1,1,0,0,0,NA,1,3,3,3,1,1,1,1,3,No,4 7,0,0,0,1,0,0,1,0,0,NA,41,NA,16500,No,uuid:4bd66da4-1be8-4951-b54c-8312fbb56ffb,2512142209,uuid:4bd66da4-1be8-4951-b54c-8312fbb56ffb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703195,S0705070212,SOUTH ETHIOPIA,Gedeo,dilla town ad.,dilla primary scool,Urban,"12/23/2025, 11:17:50 PM","12/23/2025, 1:22:06 PM","12/23/2025, 7:21:34 PM",12/23/2025,70e4adbae02adb29,1,T26703,NA,female,7,0,0,0,0,0,0,1,0,0,1,1,0,0,0,NA,6,NA,5,NA,1,NA,1985,2006,5,1,2017,3,2,0,1,0,0,0,0,0,NA,1,NA,2 3,0,1,1,0,0,0,0,NA,1,2 3,0,1,1,0,0,0,NA,2 3 4,0,1,1,1,0,0,0,0,0,0,NA,2 5,0,1,0,0,1,0,0,0,0,0,NA,1 7,1,0,0,0,0,0,1,0,0,0,NA,4,3,3,1,2,3,1,1,3 6 7,0,0,1,0,0,1,1,0,0,0,0,0,0,NA,3,4,NA,10,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,3,3,3,3,3,4,3,2,3,4,5,4,3,4,4,4,1,1,1,2 5,0,1,0,0,1,0,0,0,NA,2,2,2,2,2,3,4,4,2,4,2,3,NA,2,2,2,3,3,2 3,0,1,1,0,0,NA,4,NA,0,0,0,1,1,0,0,1,1,0,0,NA,3,4,1,1,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3 4,0,0,1,1,0,0,0,0,0,0,0,3,4,3,3,2,3,3,3,3,1,8,3,4,1,3,3,3,4,4,4,4,4,1 4,1,0,0,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 8,0,0,0,1,0,0,0,1,0,NA,45,NA,16000,No,uuid:85cdd3cc-aa74-400a-a6f2-551f62e57024,2512142209,uuid:85cdd3cc-aa74-400a-a6f2-551f62e57024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711072,S0706010022,SOUTH ETHIOPIA,Wolayta,boloso sorie,dola,Rural,"12/12/2025, 8:49:07 PM","12/12/2025, 10:21:43 AM","12/12/2025, 11:01:24 AM",12/12/2025,f4f7c86f9b157d85,1,T26001,NA,female,1,1,0,0,0,0,0,0,0,0,97,0,0,0,1,General Science,4,NA,5,NA,1,NA,2000,2006,4,1,3,2,5,0,0,0,0,1,0,0,NA,1,NA,2 6,0,1,0,0,0,1,0,NA,1,1,1,0,0,0,0,0,NA,1 4,1,0,0,1,0,0,0,0,0,0,NA,4 7,0,0,0,1,0,0,1,0,0,0,NA,3 4,0,0,1,1,0,0,0,0,0,0,NA,4,3,4,3,1,3,1,2,8 10 11,0,0,0,0,0,0,0,1,0,1,1,0,0,NA,3,2,NA,2 4 6 7 8 9 10,0,1,0,1,0,1,1,1,1,1,0,0,0,NA,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,1,1,1,2 5,0,1,0,0,1,0,0,0,NA,4,2,2,2,2,2,4,4,1,5,2,3,NA,4,4,4,3,4,2 3,0,1,1,0,0,NA,3,NA,0,0,0,1,0,0,0,1,1,0,0,NA,2,2,1,4,4,4,4,3,3,3,3,3,1,3,3,3,3,3,1 11,1,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,3,2,4,10,4,4,1,4,4,1,4,4,4,4,4,2 4 5,0,1,0,1,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,0,0,0,0,0,0,0,0,1,None,33,NA,13935,None,uuid:dd9ca6b1-2ef9-447d-8432-27f0bb8e90d0,2512040829,uuid:dd9ca6b1-2ef9-447d-8432-27f0bb8e90d0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711072,S0706010022,SOUTH ETHIOPIA,Wolayta,boloso sorie,dola,Rural,"12/12/2025, 8:49:08 PM","12/12/2025, 11:06:13 AM","12/12/2025, 11:38:01 AM",12/12/2025,f4f7c86f9b157d85,1,T26002,NA,female,3 4,0,0,1,1,0,0,0,0,0,1 97,1,0,0,1,English,3,NA,2,NA,0,NA,2010,2015,2,0,NA,NA,5,0,0,0,0,1,0,0,NA,98,NA,6,0,0,0,0,0,1,0,NA,1,1 2,1,1,0,0,0,0,NA,1 4,1,0,0,1,0,0,0,0,0,0,NA,1 4,1,0,0,1,0,0,0,0,0,0,NA,1 4,1,0,0,1,0,0,0,0,0,0,NA,4,3,1,1,3,1,2,2,5 10 11,0,0,0,0,1,0,0,0,0,1,1,0,0,NA,3,97,Both individual &teams,1 3 4 6 9 10,1,0,1,1,0,1,0,0,1,1,0,0,0,NA,3,4,4,4,4,4,3,3,4,4,5,5,3,3,5,5,2,1,1,98,0,0,0,0,0,0,0,1,NA,4,4,1,2,2,1,2,2,1,2,2,3,NA,4,4,4,2,4,3,0,0,1,0,0,NA,3,NA,0,1,0,0,0,0,0,1,1,1,0,NA,4,4,1,4,4,1,1,1,2,3,3,3,3,3,3,3,3,3,1 8,1,0,0,0,0,0,0,1,0,0,0,4,3,3,4,4,4,4,3,3,1,10,4,4,1,4,4,1,4,4,3,4,4,4,0,0,0,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,0,0,0,0,0,0,0,0,1,None,28,NA,10636,None,uuid:4ab05edb-6360-40aa-b0b0-e529af3c07db,2512040829,uuid:4ab05edb-6360-40aa-b0b0-e529af3c07db,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711072,S0706010022,SOUTH ETHIOPIA,Wolayta,boloso sorie,dola,Rural,"12/12/2025, 8:49:08 PM","12/12/2025, 12:52:44 PM","12/12/2025, 1:27:38 PM",12/12/2025,f4f7c86f9b157d85,1,T26003,NA,male,5 6 7 8,0,0,0,0,1,1,1,1,0,1,1,0,0,0,NA,4,NA,5,NA,1,NA,1995,2002,5,0,NA,NA,5,0,0,0,0,1,0,0,NA,1,NA,6,0,0,0,0,0,1,0,NA,1,1 2,1,1,0,0,0,0,NA,3 97,0,0,1,0,0,0,0,0,0,1,To give students tutorial,4 8,0,0,0,1,0,0,0,1,0,0,NA,4 6,0,0,0,1,0,1,0,0,0,0,NA,3,2,1,2,3,2,3,1,3 10 11,0,0,1,0,0,0,0,0,0,1,1,0,0,NA,3,97,Both,1 2 3 5 6 7 8 9 10,1,1,1,0,1,1,1,1,1,1,0,0,0,NA,3,4,4,3,4,4,4,3,3,4,5,5,3,5,5,5,1,1,1,2 5,0,1,0,0,1,0,0,0,NA,3,2,2,2,2,1,2,2,1,2,2,3,NA,1,4,2,2,4,3 4,0,0,1,1,0,NA,2,NA,0,0,0,1,0,0,0,1,1,1,0,NA,1,1,1,1,4,4,3,3,2,3,3,3,2,1,3,3,3,3,10 11,0,0,0,0,0,0,0,0,0,1,1,3,1,3,4,1,4,1,3,3,1,10,1,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,0,0,0,0,0,0,0,0,1,None,41,NA,14220,Lack of student learning material like Textbook,uuid:65fd48d1-746c-477e-b258-ea635a3f049c,2512040829,uuid:65fd48d1-746c-477e-b258-ea635a3f049c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
